gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,charge_per_tenure,total_services,is_new_customer,is_high_value,no_support_services,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,1,0.5555555555555556,1,1,0.45621890547263677,0.28329380066322774,0,0.016119887517348677,0.5,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,0,1,1,0.6388888888888888,1,0,0.014925373134328346,0.09862057848194548,0,0.0019337099001136573,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,0.875,1,0,0.014427860696517386,0.14690608879882094,0,0.0005389167481195016,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,0.9444444444444444,1,1,0.9149253731343284,0.8598355747973472,0,0.016537912676401593,0.875,0,1,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,1,1,0.9583333333333333,1,1,0.8766169154228854,0.8361447586588063,0,0.01557228458507622,0.75,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0,0.7777777777777777,1,0,0.7194029850746269,0.5891442520265292,0,0.016432373270944566,0.625,0,1,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,0,1,1,0.1388888888888889,1,1,0.4741293532338309,0.07600059874723655,0,0.07106138517468255,0.5,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True
1,0,0,0,0.875,1,0,0.8582089552238806,0.758889093588799,0,0.016981056903659007,0.875,0,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,1,1,0.3333333333333333,0,1,0.34079601990049746,0.13911086035372147,0,0.022778462453784374,0.625,0,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True
0,0,0,0,0.2638888888888889,1,1,0.37661691542288556,0.1190470707442889,0,0.03152692193276954,0.375,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0.3055555555555555,1,1,0.7014925373134329,0.21706314480471633,0,0.044602402381317525,0.5,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,0.40277777777777773,1,1,0.6587064676616915,0.28407102063375095,1,0.03165101355658493,0.5,0,1,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.18055555555555555,1,1,0.5676616915422885,0.11392893330876937,1,0.06346278769040234,0.625,0,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
0,0,1,0,0.9722222222222222,1,1,0.0771144278606965,0.2310876473839352,0,0.0012634217612846345,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,0.6805555555555555,1,0,0.8074626865671642,0.5785970891672808,0,0.02138863626705198,0.625,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,0.5972222222222222,1,1,0.908457711442786,0.5561728537214444,1,0.02761521551840706,0.875,0,1,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,0.041666666666666664,1,1,0.013432835820895522,0.006879836035372146,1,0.057524117122094265,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,0.5833333333333333,1,0,0.546268656716418,0.3555925294767871,0,0.017829226759751862,0.625,0,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,0,0,0.7916666666666666,1,1,0.3621890547263681,0.3609409543109801,0,0.008411647731019536,0.375,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,1,0,0,0.027777777777777776,1,0,0.4791044776119403,0.010886836772291821,1,0.27137534883062064,0.5,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0,1.0,1,1,0.9681592039800994,0.9571204863669861,0,0.01636139560579661,1.0,0,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,0,0.6388888888888888,1,1,0.8577114427860696,0.56004168201916,0,0.024296604660036518,0.75,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,1,0,0.9166666666666666,1,1,0.8139303482587064,0.7912559874723656,1,0.015249619904387798,0.625,0,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,0.861111111111111,1,0,0.8333333333333334,0.7518019988946206,1,0.016810246260758353,0.75,0,1,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
0,0,1,0,1.0,1,1,0.7253731343283583,0.7643123618275609,0,0.012213675576898562,1.0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,0.4861111111111111,1,1,0.7109452736318408,0.3644988946204864,0,0.027638717719887247,0.5,0,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1,0,1,0,0.2361111111111111,1,0,0.7159203980099502,0.16743621039056747,1,0.05890291294226529,0.625,0,1,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,1.0,1,1,0.7378109452736319,0.7813766580692706,0,0.012426161234116698,1.0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,1,0.38888888888888884,1,0,0.01641791044776117,0.06252302873986737,0,0.0052344742591944,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0,0.7777777777777777,1,1,0.06865671641791044,0.15281296057479737,1,0.0021944922226521638,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,0.4305555555555555,1,1,0.6129353233830845,0.2768227247605012,1,0.027683959457736607,0.375,0,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,0.625,1,0,0.005970149253731349,0.09986413043478262,0,0.0018042803849870567,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,0.013888888888888888,1,1,0.07462686567164178,0.002964950257921887,0,0.15648718711486978,0.25,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,0.027777777777777776,1,1,0.3119402985074627,0.013206982313927784,1,0.20188403949400088,0.25,1,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0.08333333333333333,1,1,0.026865671641791017,0.012608235077376568,0,0.03385807172301584,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.6666666666666666,1,1,0.7840796019900497,0.5403636238025056,0,0.021296960414355706,0.625,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,1,0.3472222222222222,1,1,0.07114427860696515,0.06296633198231394,0,0.00884201854836337,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,0.8888888888888888,1,1,0.014427860696517386,0.14669883014001475,0,0.00048015220511077013,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,0.6944444444444444,0,1,0.16666666666666663,0.20523212969786297,0,0.005235313283020062,0.25,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,0.7222222222222222,1,0,0.8258706467661691,0.6103882645541637,0,0.020425404304077403,0.625,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
1,1,1,0,0.05555555555555555,1,1,0.5169154228855721,0.03228053610906412,0,0.170943861289363,0.125,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,0.4444444444444444,1,0,0.7233830845771144,0.3336806834929993,0,0.03091962504652149,0.375,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,0.625,1,0,0.553233830845771,0.38814941046425944,0,0.016641322362914417,0.75,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,1,0,0.125,1,1,0.6945273631840796,0.09226464627855564,0,0.10598189622200503,0.5,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,0,0.9166666666666666,1,1,0.872636815920398,0.803156088798821,1,0.01634236703947857,0.75,0,1,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,1,0.041666666666666664,1,0,0.7323383084577114,0.029597687914517324,1,0.2816646126386469,0.5,1,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0.75,1,0,0.01840796019900498,0.12429186624907887,0,0.001254206250169023,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,0.013888888888888888,0,0,0.21741293532338307,0.00461726234340457,1,0.2455229272024139,0.25,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,1,1,0.8888888888888888,1,0,0.9159203980099503,0.8056950073691969,0,0.017776615463071632,0.875,0,1,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,1,0,0,0.4305555555555555,1,1,0.5537313432835821,0.25529085298452475,1,0.025376630827419155,0.25,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.19444444444444442,1,1,0.7119402985074627,0.1300087509211496,1,0.07100874024336691,0.375,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0,0.16666666666666666,1,1,0.6656716417910448,0.11273143883566693,0,0.07799923505163404,0.375,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,1,1,0,0.9305555555555555,1,1,0.4248756218905473,0.4743229550478998,0,0.00784184567541691,0.5,0,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,0.4861111111111111,1,0,0.5373134328358209,0.2957523489314665,1,0.02162372095439114,0.75,0,1,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,0.625,1,0,0.5502487562189055,0.38562776344878413,0,0.016560393043034815,0.625,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
1,0,0,0,0.1388888888888889,1,0,0.2761194029850746,0.05666221444362565,0,0.048612082320806986,0.125,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,0.40277777777777773,1,1,0.4009950248756219,0.19792626197494476,0,0.02093777003385605,0.5,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0.3333333333333333,1,0,0.06318407960199005,0.06969072402358144,0,0.008929837235986572,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,1,1,0.9166666666666666,1,1,0.014925373134328346,0.15481070375829037,0,0.00037714618442359626,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,0.7083333333333333,1,0,0.6776119402985074,0.4913354366249079,0,0.0173255901380503,0.375,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,0,0.625,1,0,0.07213930348258707,0.1290818441414886,0,0.003598213642318274,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,0.6805555555555555,1,0,0.007462686567164173,0.10578251658069272,0,0.0014347031575368658,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,0,0.40277777777777773,1,1,0.012935323383084563,0.060081982313927786,0,0.004805858937855029,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,0.5555555555555556,1,1,0.9139303482587063,0.5145887067059691,0,0.030042362384441492,0.875,0,1,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,1,0,0,0.5138888888888888,1,1,0.7791044776119402,0.4122489867354459,1,0.028248290608804957,0.5,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,0.3472222222222222,1,0,0.5124378109452736,0.19912375644804717,0,0.030009185918412045,0.125,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.3055555555555555,0,1,0.3218905472636816,0.12358373249815771,0,0.0240193786919383,0.375,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,1.0,0,1,0.47114427860696506,0.5258037030213707,0,0.007870468743359824,0.75,0,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,0.09722222222222221,0,1,0.21741293532338307,0.03377164701547532,1,0.058920147890017434,0.25,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,1,1,0.4583333333333333,1,0,0.635323383084577,0.299730563743552,0,0.026683698850327606,0.75,0,1,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,0.3194444444444444,1,1,0.6054726368159203,0.2053875736919676,0,0.03761775246837505,0.375,0,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,0.3333333333333333,1,1,0.8258706467661691,0.28096789793662497,1,0.0469763290977859,0.625,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.013888888888888888,1,0,0.6099502487562188,0.009159681282240238,1,0.4902936551782755,0.25,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.9583333333333333,1,0,0.7203980099502488,0.7279499815770083,0,0.01278908673664528,1.0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,1,0.041666666666666664,1,1,0.02288557213930348,0.00660924834193073,0,0.060471293187709836,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,0,0,0.7777777777777777,1,1,0.572139303482587,0.4933504513633014,0,0.013210345143808056,0.625,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,0.9027777777777777,1,1,0.9129353233830845,0.8219705692704496,0,0.017401158755117368,0.875,0,1,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,1,0,0.986111111111111,1,0,0.025870646766169153,0.17729251105379515,0,0.00031270805887269283,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,1,0,0,0.19444444444444442,1,1,0.617910447761194,0.12183354826823876,0,0.0631909679429972,0.375,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0.027777777777777776,1,1,0.5164179104477612,0.014254789977892411,0,0.2868868018075447,0.125,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.4444444444444444,1,0,0.6547263681592039,0.32031250000000006,1,0.02832498200310873,0.375,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,0.5555555555555556,1,0,0.4895522388059702,0.3144574428887252,0,0.01713380688266957,0.5,0,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,0.013888888888888888,1,0,0.02487562189054726,0.002389231761238025,0,0.12546428116102165,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,0.013888888888888888,1,1,0.7049751243781094,0.010259303610906411,1,0.5495474055501255,0.375,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.09722222222222221,1,1,0.5139303482587065,0.05726096168017687,0,0.10514427776125114,0.125,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,0.20833333333333331,1,1,0.32686567164179103,0.08188444178334563,0,0.036350983808592925,0.25,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.2361111111111111,1,0,0.7577114427860697,0.18505895357406046,1,0.061798384164624444,0.625,0,1,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.2638888888888889,1,1,0.5970149253731343,0.17167349852616068,1,0.04527006927032426,0.375,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.986111111111111,1,0,0.072636815920398,0.21855425571112752,0,0.0011227506032231711,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,0.75,1,0,0.41542288557213924,0.3769747144436257,0,0.01025648950514022,0.5,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,1,0,0.4305555555555555,1,1,0.7194029850746269,0.3373422531319087,0,0.03183327312906379,0.625,0,1,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,0.15277777777777776,1,0,0.5786069651741294,0.09657102063375093,0,0.07572422194835184,0.25,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,0.25,1,1,0.663681592039801,0.16622720154753134,0,0.052201239574223485,0.375,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,1,0,0,1.0,1,1,0.9139303482587063,0.8919836956521741,0,0.015434958140325526,0.875,0,1,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,1,0,0,0.986111111111111,1,1,0.8099502487562189,0.8003811256448048,0,0.013893846887557315,0.625,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,1,0,0,0.06944444444444445,0,0,0.27014925373134324,0.024727109432571854,0,0.09061521680619893,0.375,1,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
1,0,1,0,0.5277777777777778,1,0,0.5049751243781094,0.30737034819454684,0,0.01867389335835216,0.625,0,0,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,0,1,0.06944444444444445,1,1,0.3024875621890547,0.027081798084008846,0,0.09733684642953268,0.25,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0,0,0.027777777777777776,1,1,0.2577114427860696,0.010668063743551955,1,0.17934072783420454,0.125,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,0.7222222222222222,1,0,0.41393034825870645,0.3573196849668387,0,0.010732209538120329,0.5,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,0.1111111111111111,1,1,0.572139303482587,0.0698058677229182,1,0.10116300483050729,0.25,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.9444444444444444,1,1,0.6208955223880598,0.6137389462048637,0,0.01122355400430761,0.75,0,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,1,1,0.9583333333333333,1,1,0.02288557213930348,0.16155812453942522,0,0.0003621969802752598,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,0,0.5833333333333333,1,1,0.4791044776119403,0.31408898305084754,0,0.01588127685102186,0.625,0,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,0.6944444444444444,1,1,0.8154228855721393,0.5801457719233604,0,0.021099575778634947,0.625,0,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
0,0,0,0,0.013888888888888888,1,1,0.008457711442786064,0.0021992446573323512,1,0.11522672219625178,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,1,0,0.013888888888888888,1,1,0.617412935323383,0.009246039056742816,1,0.4949470910713527,0.375,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.4583333333333333,1,1,0.2616915422885572,0.16840917464996316,0,0.012978873926009995,0.125,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0.09722222222222221,1,0,0.020895522388059695,0.01734064112011791,0,0.028285028260592416,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,0.8888888888888888,1,1,0.7318407960199005,0.6863140198968314,0,0.014244776939095071,0.625,0,1,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.013888888888888888,1,1,0.5636815920398011,0.008624263080324247,1,0.4614423526411968,0.25,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.8194444444444444,1,1,0.019402985074626844,0.1372858327192336,0,0.000896972787670165,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,0.08333333333333333,1,0,0.31940298507462683,0.03621845062638173,0,0.08597655372548069,0.25,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.041666666666666664,1,0,0.00547263681592039,0.006448047162859249,0,0.055042284645786414,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.20833333333333331,1,0,0.021890547263681587,0.03808953574060428,0,0.012579682121456803,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,1,1,0.18055555555555555,1,1,0.4626865671641791,0.10102132461311719,0,0.05411159746717097,0.375,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,0.3194444444444444,1,1,0.800497512437811,0.2589696941783346,0,0.0477519017466321,0.625,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,1,1,0,0.4305555555555555,1,0,0.708457711442786,0.3232832074428888,0,0.03140670817219838,0.5,0,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.40277777777777773,1,1,0.4029850746268656,0.19530674281503319,0,0.021020497783066312,0.5,0,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,1,0,0.6805555555555555,1,0,0.024378109452736302,0.11883405490051585,0,0.0018566146785092001,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,0,0.7777777777777777,1,1,0.6701492537313432,0.5645265291083273,0,0.015354735485179313,0.375,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,0.875,1,1,0.617412935323383,0.5751830784819456,0,0.012288842378139476,0.875,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
1,0,1,0,0.875,1,0,0.6124378109452736,0.5796391396462787,0,0.0121918957970337,0.75,0,1,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,1,1,0.3333333333333333,1,1,0.6129353233830845,0.21390820744288874,0,0.036354086099188304,0.375,0,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,0.5,1,0,0.3567164179104477,0.2294641212232867,0,0.014863429150964743,0.375,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0,0.125,1,1,0.6228855721393034,0.0865477616064849,1,0.09704729930729676,0.25,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.041666666666666664,0,0,0.06467661691542287,0.007708870670596907,1,0.07350091368832605,0.0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,0.29166666666666663,1,0,0.6233830845771144,0.1974656871775977,0,0.042351095846484915,0.75,0,1,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,1,1,0.18055555555555555,1,0,0.062189054726368154,0.039563375092114966,0,0.018435255620245637,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,1,1,0.013888888888888888,1,1,0.018905472636815884,0.002320145541635962,0,0.12174153244655986,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,1,0.3472222222222222,1,0,0.01791044776119402,0.05988623802505528,0,0.006288594750623565,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,0.986111111111111,1,1,0.013432835820895522,0.15975612564480474,0,9.727121197096976e-05,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,0.9166666666666666,1,1,0.9557213930348257,0.8501865327929257,0,0.017888882052700252,1.0,0,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,0.625,1,1,0.8164179104477611,0.5162985906411202,0,0.023776590732299485,0.625,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
